ticket_id,customer_id,created_at,subject,body_text,category
TCKT00483,CUST002261,2025-03-31 17:41:13,Charge did not go through at Leon Group,My card was declined even though I have sufficient balance. Please refund the pending hold from the failed charge. The transaction error code didn't explain what actually went wrong. This is the second time a retail purchase has failed this month.,failed_transaction
TCKT00484,CUST004360,2025-03-31 22:56:48,App keeps logging me out,I never receive the verification code by text or email. The mobile app crashes every time I try to sign in. This has been happening for 11 days now and it's frustrating. Can someone manually reset my login so I can access my account?,login_issue
TCKT00485,CUST004270,2025-04-01 05:35:48,Payment declined for no reason,Please refund the pending hold from the failed charge. I need this resolved quickly because the merchant is threatening to cancel my order. The transaction error code didn't explain what actually went wrong. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT00486,CUST002989,2025-04-02 14:10:23,Still waiting on a reply from support,"I opened this ticket 4 days ago and still have no response. Please escalate this, I've already followed up twice. Your chat support disconnected me before resolving my issue.",slow_support
TCKT00487,CUST002805,2025-04-02 15:49:06,Transaction failed but money was taken,I tried to pay Williams Inc for $22.84 and the transaction was declined. The transaction error code didn't explain what actually went wrong. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT00488,CUST004836,2025-04-02 17:59:13,Can't log into my account,I've reset my password three times and still can't log in. I never receive the verification code by text or email.,login_issue
TCKT00489,CUST000899,2025-04-02 19:37:35,Two-factor code never arrives,This has been happening for 7 days now and it's frustrating. The mobile app crashes every time I try to sign in.,login_issue
TCKT00490,CUST000146,2025-04-02 22:11:51,Payment declined for no reason,I tried to pay Singh-Williamson for $47.16 and the transaction was declined. The transaction error code didn't explain what actually went wrong. This is the second time a entertainment purchase has failed this month. Please refund the pending hold from the failed charge.,failed_transaction
TCKT00491,CUST004284,2025-04-03 02:57:49,Why was I charged an overdraft fee,I was charged a $437.57 fee I don't understand. Nobody told me the monthly maintenance fee was going up. This is the third fee I've been charged this year that surprised me. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT00492,CUST004295,2025-04-03 06:44:46,Support is way too slow,"I opened this ticket 5 days ago and still have no response. Please escalate this, I've already followed up twice. I just want an update, even if the answer is 'still working on it'.",slow_support
TCKT00493,CUST000671,2025-04-03 16:46:57,Great experience with your app,"Just wanted to recognize your team for great service this week. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT00494,CUST001602,2025-04-04 01:37:26,Really happy with the new features,The new budgeting feature in the app is genuinely useful. Thank you for being transparent about the recent fee changes.,positive_feedback
TCKT00495,CUST001082,2025-04-04 01:42:56,Someone used my account without permission,"There's a charge of $388.98 at Thompson, Kelley and Mcmahon that I never made. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT00496,CUST000918,2025-04-04 05:24:26,Monthly fee increased without notice,Nobody told me the monthly maintenance fee was going up. I was charged a $603.29 fee I don't understand. This is the third fee I've been charged this year that surprised me. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT00497,CUST001912,2025-04-04 07:23:22,Can't access funds in my account,I submitted my ID for verification 12 days ago and heard nothing back. Please tell me what documents you still need from me. I can't withdraw or transfer any funds right now. This review process is taking way too long for a routine check.,account_access
TCKT00498,CUST002807,2025-04-04 15:43:31,Transaction failed but money was taken,I tried to pay Hatfield-Tucker for $385.73 and the transaction was declined. Please refund the pending hold from the failed charge.,failed_transaction
TCKT00499,CUST002583,2025-04-04 20:51:53,"Failed transaction, need urgent help","The payment failed but the funds still show as pending on my account. I tried to pay Nelson, Morton and Medina for $34.37 and the transaction was declined. This is the second time a dining purchase has failed this month. My card was declined even though I have sufficient balance.",failed_transaction
TCKT00500,CUST001537,2025-04-05 19:01:04,My electronics payment keeps failing,This is the second time a retail purchase has failed this month. The transaction error code didn't explain what actually went wrong. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT00501,CUST001720,2025-04-05 21:38:10,Too many hidden fees,Nobody told me the monthly maintenance fee was going up. This overdraft fee seems unfair given my account history. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT00502,CUST002404,2025-04-05 23:48:34,App keeps logging me out,I've reset my password three times and still can't log in. It says my credentials are invalid even though I just reset them. The mobile app crashes every time I try to sign in.,login_issue
TCKT00503,CUST002066,2025-04-05 23:48:41,Transaction failed but money was taken,"My card was declined even though I have sufficient balance. The transaction error code didn't explain what actually went wrong. This is the second time a other purchase has failed this month. I tried to pay Smith, Jones and Santiago for $191.57 and the transaction was declined.",failed_transaction
TCKT00504,CUST000659,2025-04-06 01:57:47,Asking about interest rates,Can you explain the difference between the Basic and Premium account tiers? Just have a quick question about how transfers are processed. Do you offer joint accounts for utilities purposes? How do I update my mailing address on file?,general_inquiry
